time (s),raw,voltage (V)
0.0008904933929443359,30339,3.792490737632374
0.0018384456634521484,31229,3.9037441328165534
0.002571582794189453,31229,3.9037441328165534
0.003273487091064453,30902,3.8628678853724785
0.0038509368896484375,31004,3.8756182744834744
0.00442194938659668,31004,3.8756182744834744
0.005004405975341797,31004,3.8756182744834744
0.005605220794677734,30984,3.8731181981872007
0.006192207336425781,30984,3.8731181981872007
0.006764650344848633,31100,3.887618640705588
0.007336139678955078,31100,3.887618640705588
0.007904052734375,31108,3.8886186712240973
0.008474111557006836,31108,3.8886186712240973
0.00904226303100586,31225,3.9032441175572985
0.009608983993530273,31225,3.9032441175572985
0.010175704956054688,31062,3.882868495742668
0.01075887680053711,31062,3.882868495742668
0.011329889297485352,30976,3.8721181676686913
0.011909246444702148,30976,3.8721181676686913
0.012493133544921875,30756,3.8446173284096803
0.013076066970825195,30756,3.8446173284096803
0.014073371887207031,30723,3.840492202520829
0.014696359634399414,30934,3.8668680074465165
0.01528620719909668,30934,3.8668680074465165
0.015876293182373047,30815,3.851992553483688
0.016469240188598633,30815,3.851992553483688
0.01706719398498535,30984,3.8731181981872007
0.01767730712890625,30984,3.8731181981872007
0.01830267906188965,30867,3.8584927518539995
0.018883228302001953,30867,3.8584927518539995
0.019463300704956055,31322,3.915369487594226
0.020029544830322266,31322,3.915369487594226
0.02060246467590332,31322,3.915369487594226
0.02117300033569336,31442,3.930369945371868
0.02174234390258789,31442,3.930369945371868
0.022309064865112305,30883,3.8604928128910183
0.02287578582763672,30883,3.8604928128910183
0.023441314697265625,31066,3.883368511001923
0.024007081985473633,31066,3.883368511001923
0.02457427978515625,31002,3.875368266853847
0.02514505386352539,31002,3.875368266853847
0.025724411010742188,31261,3.907744254890591
0.026294231414794922,31261,3.907744254890591
0.026861190795898438,30869,3.858742759483627
0.027426719665527344,30869,3.858742759483627
0.02799677848815918,31284,3.9106193426313056
0.028562307357788086,31284,3.9106193426313056
0.029128074645996094,31482,3.9353700979644155
0.02973794937133789,31482,3.9353700979644155
0.030325651168823242,31402,3.9253697927793207
0.030893802642822266,31402,3.9253697927793207
0.03148674964904785,31307,3.9134944303720207
0.03205704689025879,31307,3.9134944303720207
0.03262639045715332,31307,3.9134944303720207
0.03323245048522949,31178,3.8973689382610557
0.03380298614501953,31178,3.8973689382610557
0.034378767013549805,31381,3.922744712668233
0.03494977951049805,31381,3.922744712668233
0.03554558753967285,31307,3.9134944303720207
0.03611278533935547,31307,3.9134944303720207
0.03670144081115723,31220,3.90261909848323
0.03726553916931152,31220,3.90261909848323
0.037854909896850586,31323,3.91549449140904
0.03841829299926758,31323,3.91549449140904
0.03901553153991699,31172,3.8966189153721733
0.039581298828125,31172,3.8966189153721733
0.04015636444091797,31199,3.899994018372143
0.04073500633239746,31199,3.899994018372143
0.041347503662109375,30984,3.8731181981872007
0.0419154167175293,30984,3.8731181981872007
0.042490243911743164,31069,3.883743522446364
0.04305768013000488,31069,3.883743522446364
0.043656349182128906,31087,3.88599359111301
0.04422450065612793,31087,3.88599359111301
0.0448155403137207,31081,3.885243568224128
0.04537844657897949,31081,3.885243568224128
0.04595136642456055,31145,3.8932438123722037
0.04652118682861328,31145,3.8932438123722037
0.04708600044250488,31346,3.9183695791497546
0.04766988754272461,31346,3.9183695791497546
0.048245906829833984,31226,3.9033691213721124
0.0488123893737793,31226,3.9033691213721124
0.04937744140625,31226,3.9033691213721124
0.04994082450866699,31065,3.883243507187109
0.050504446029663086,31065,3.883243507187109
0.05106806755065918,31090,3.886368602557451
0.05163073539733887,31090,3.886368602557451
0.05219411849975586,31168,3.896118900112919
0.05275750160217285,31168,3.896118900112919
0.0534207820892334,31215,3.9019940794091617
0.0539851188659668,31215,3.9019940794091617
0.05454897880554199,31149,3.893743827631458
0.055119991302490234,31149,3.893743827631458
0.0556941032409668,30969,3.8712431409649954
0.05625772476196289,30969,3.8712431409649954
0.0568242073059082,31199,3.899994018372143
0.057396888732910156,31199,3.899994018372143
0.05796217918395996,31014,3.876868312631611
0.05852770805358887,31014,3.876868312631611
0.05909228324890137,30823,3.8529925840021977
0.059656381607055664,30823,3.8529925840021977
0.06022024154663086,30823,3.8529925840021977
0.06079530715942383,31307,3.9134944303720207
0.061360836029052734,31307,3.9134944303720207
0.06192517280578613,30976,3.8721181676686913
0.06250214576721191,30976,3.8721181676686913
0.06306648254394531,31221,3.902744102298044
0.06363129615783691,31221,3.902744102298044
0.06419587135314941,30948,3.8686180608539082
0.06476116180419922,30948,3.8686180608539082
0.06533956527709961,31162,3.8953688772240365
0.0659031867980957,31162,3.8953688772240365
0.06647324562072754,31231,3.903994140446181
0.06703734397888184,31231,3.903994140446181
0.06760001182556152,30883,3.8604928128910183
0.06816911697387695,30883,3.8604928128910183
0.06873226165771484,31146,3.8933688161870172
0.06930112838745117,31146,3.8933688161870172
0.06988668441772461,30848,3.8561176793725394
0.07045984268188477,30848,3.8561176793725394
0.0710294246673584,30848,3.8561176793725394
0.07159590721130371,31128,3.891118747520371
0.07216501235961914,31128,3.891118747520371
0.07275891304016113,31024,3.8781183507797476
0.07335782051086426,31024,3.8781183507797476
0.0739290714263916,30903,3.862992889187292
0.0744929313659668,30903,3.862992889187292
0.0750882625579834,31003,3.8754932706686605
0.07565093040466309,31003,3.8754932706686605
0.07624077796936035,30980,3.872618182927946
0.0768129825592041,30980,3.872618182927946
0.07739520072937012,30941,3.8677430341502124
0.07796454429626465,30941,3.8677430341502124
0.07856130599975586,30954,3.86936808374279
0.07912611961364746,30954,3.86936808374279
