time (s),recovered_signal (V),recovered_signal_normalized
0.0006623268127441,0.002323062123902983,0.49744892586822365
0.0013082027435302,0.011455578320719405,0.4985322858149956
0.0020716190338134,0.029092018821699168,0.5006244379481667
0.0027625560760498,0.054248115034389255,0.5036086217663647
0.0033609867095947,0.08607436772308795,0.5073840640076605
0.0039303302764892,0.1241468723035046,0.5119004782846036
0.0045170783996582,0.16828493157271832,0.5171364290904925
0.0051674842834472,0.21798542487192846,0.5230322328990795
0.005868911743164,0.27244539090741854,0.5294926370893266
0.0064432621002197,0.3313051741192851,0.5364749769213266
0.0070164203643798,0.39461977932352527,0.5439857774330044
0.0075855255126953,0.4618502639960201,0.5519611056696668
0.0081584453582763,0.5319044519450907,0.5602714004112317
0.0087244510650634,0.6044344565496805,0.5688753930277671
0.0092897415161132,0.6797880012655375,0.5778143327934483
0.0098564624786376,0.7577821682199466,0.5870665207709203
0.010448932647705,0.8377390896663127,0.5965515437695526
0.0110151767730712,0.9191996883820973,0.6062149429890917
0.01157808303833,1.0019101837949491,0.6160266132863956
0.0121412277221679,1.0856145855844879,0.6259561873832811
0.0127043724060058,1.1700737908976517,0.6359753013055064
0.0132687091827392,1.255081229732937,0.6460594503425396
0.0138380527496337,1.340263519018138,0.6561643413054595
0.0144157409667968,1.425092404919796,0.6662273092033081
0.0149939060211181,1.5095248192129058,0.6762432449961511
0.0155832767486572,1.5939707261375295,0.6862607813748834
0.0161664485931396,1.6782726487006285,0.6962612373688811
0.0167665481567382,1.7617437481480724,0.706163135586801
0.0173795223236084,1.844223445715028,0.7159474271051729
0.0179781913757324,1.9260428078572336,0.7256533852337986
0.0185692310333251,2.0070447046114714,0.7352623701690447
0.0191531181335449,2.086616620652942,0.7447017212601802
0.0197350978851318,2.1646149215470176,0.7539543996331314
0.0203027725219726,2.2413340143820686,0.7630553298191789
0.0208680629730224,2.31684635941963,0.7720131075375515
0.0214338302612304,2.391017057822363,0.7808117301889557
0.0220003128051757,2.463565106817261,0.7894178633513498
0.0225653648376464,2.534073754173228,0.7977820690970951
0.0231268405914306,2.602620239100682,0.8059135100561923
0.0236892700195312,2.66974277866283,0.8138760331243253
0.0242514610290527,2.7354451408348903,0.8216700852838307
0.0248277187347412,2.799232162191402,0.8292369269485215
0.0253899097442626,2.8608656389471077,0.8365483007975719
0.0259528160095214,2.9205674559303967,0.8436305282883648
0.0265138149261474,2.9787688307522693,0.8505347633283268
0.0270755290985107,3.0353555973464665,0.8572474627776699
0.0276362895965576,3.089704720179356,0.8636947180083662
0.0281989574432373,3.1418406658221203,0.8698794314081782
0.0287709236145019,3.192392305756292,0.8758762039041758
0.0293347835540771,3.2415660245991877,0.8817095182153828
0.0298984050750732,3.2891733320465586,0.8873570143654711
0.0304675102233886,3.3349534542112793,0.8927877576176841
0.0310299396514892,3.3785787348029412,0.8979628791987627
0.0315942764282226,3.4201067350839782,0.9028892074093487
0.0321707725524902,3.4599544957769726,0.907616214399864
0.0327324867248535,3.4981392317870825,0.9121459423171093
0.0333075523376464,3.5343048703616735,0.9164361514376583
0.0338761806488037,3.5685726734374494,0.9205012266607503
0.0344455242156982,3.6015092306087046,0.9244083806208322
0.0350162982940673,3.633387116414886,0.9281899479266998
0.035581350326538,3.663867381868765,0.9318057201901228
0.0361444950103759,3.692300375494074,0.9351786314225408
0.0367083549499511,3.7187369467363856,0.9383147137241401
0.0372726917266845,3.7438817654636716,0.941297559731846
0.0378468036651611,3.7679491378242784,0.944152591869497
0.0384142398834228,3.7906951120376244,0.9468508709507468
0.0389792919158935,3.812036820211222,0.9493825666338086
0.0395510196685791,3.832041960138216,0.9517557096821647
0.0401151180267334,3.8508345246853093,0.9539850089561749
0.0406789779663085,3.8685907761796052,0.9560913738680087
0.041243553161621,3.885157493433828,0.9580566282990907
0.04180908203125,3.9000742237818087,0.9598261502848753
0.0423839092254638,3.913486138620252,0.9614171610241229
0.0429506301879882,3.9261034439570626,0.9629139098875804
0.0435154438018798,3.9379765485431273,0.9643223766972927
0.0440785884857177,3.948539807148033,0.9655754608455518
0.0446422100067138,3.957562152172668,0.9666457515535007
0.045210838317871,3.965419364230983,0.9675778264224443
0.0457732677459716,3.9727588914951784,0.9684484900703272
0.0463566780090332,3.979656816691739,0.9692667679373174
0.0469329357147216,3.9856556633644113,0.9699783911167281
0.0474958419799804,3.9906907885965373,0.9705756912348892
0.048060655593872,3.9950644180972197,0.9710945203199897
0.0486257076263427,3.9990460514981407,0.9715668482147697
0.0491907596588134,4.0028740215029215,0.9720209475332106
0.0497536659240722,4.006315117922455,0.9724291533281482
0.050318956375122,4.008696465693054,0.9727116446742794
0.050879955291748,4.010083063990242,0.9728761322070756
0.0514423847198486,4.011228589066892,0.973012022027506
0.0520062446594238,4.012239271644574,0.9731319159318763
0.0525686740875244,4.012616691492412,0.9731766879900313
0.0531337261199951,4.012402080312992,0.9731512293813737
0.0537018775939941,4.012140355310419,0.9731201818169626
0.0542747974395751,4.012087783004147,0.9731139453395563
0.0548381805419921,4.011947174074996,0.9730972653711097
0.0554020404815673,4.011157888926708,0.9730036351056047
0.0559706687927246,4.009715544907886,0.9728325346437187
0.0565345287322998,4.008135050401888,0.9726450458501605
0.057098388671875,4.006642793730303,0.9724680244166959
0.0576632022857666,4.005195304212312,0.9722963135613995
0.0582275390625,4.003592759122281,0.9721062089805784
0.058791160583496,4.001489833759499,0.9718567459563703
0.059354543685913,3.998944821279728,0.9715548396114815
0.05991792678833,3.9963926698100734,0.9712520863920256
0.0604805946350097,3.9938051749794696,0.9709451405075024
