time (s),recovered_signal (V),recovered_signal_normalized
0.0006711483001708,0.0036347701271109817,0.4986461636137912
0.001469612121582,0.017850865377682813,0.5003416330827013
0.0023202896118164,0.045285654789656994,0.5036136179009031
0.0030086040496826,0.08466462685399498,0.508310114630514
0.0035820007324218,0.1348605774379496,0.5142966883118204
0.0041670799255371,0.194836509698491,0.5214496624741931
0.004974365234375,0.2635984895345382,0.5296504964851457
0.0056703090667724,0.3401145126733556,0.5387761093083342
0.0062403678894042,0.4233774567262896,0.5487063874223362
0.0068113803863525,0.5125530358335902,0.5593418304947034
0.0073914527893066,0.6068744897540588,0.570590991573512
0.0079636573791503,0.7055828673562576,0.5823633550531003
0.0085310935974121,0.8079493342994813,0.5945719971790351
0.0090951919555664,0.9132241710875296,0.6071275033481045
0.0096576213836669,1.020659240493774,0.6199406476650154
0.0102214813232421,1.1295984165139068,0.6329331778679156
0.0108146667480468,1.239472238849122,0.6460371778002683
0.0113852024078369,1.3498609178872736,0.659202581641733
0.0119478702545166,1.460483189545465,0.6723958446912613
0.0125102996826171,1.570917665718089,0.6855667104856669
0.0130727291107177,1.6806163498488873,0.6986498227218417
0.0136382579803466,1.7890894004702913,0.7115867609096141
0.0142214298248291,1.895902036903149,0.7243256713328841
0.0148072242736816,2.0008114942842083,0.7368376008644734
0.0153908729553222,2.103751606062741,0.7491146582118259
0.0159847736358642,2.2045594423718007,0.761137411694856
0.0165841579437255,2.3029841587477065,0.7728759445803033
0.0171644687652587,2.3988296253711816,0.7843068656264329
0.0177614688873291,2.491950514204592,0.7954128424190737
0.0183522701263427,2.5822341017133477,0.8061804310899933
0.0189323425292968,2.669597921484587,0.8165997963586344
0.0195140838623046,2.7538931477408535,0.8266531886561167
0.0201106071472167,2.83491080403872,0.8363156845999421
0.0207021236419677,2.9126326615338027,0.8455851101438231
0.0212786197662353,2.9872150798368393,0.8544801133723078
0.0218548774719238,3.0586630677376214,0.8630012916540841
0.0224561691284179,3.1268431406323995,0.8711327250711831
0.0230379104614257,3.1917247543182854,0.8788707707974607
0.0236079692840576,3.253371662762264,0.8862230323909006
0.0241799354553222,3.3118401276773533,0.8931962198527382
0.0247488021850585,3.3672078385508435,0.8997995987479148
0.0253443717956542,3.419586102567652,0.9060464440250271
0.0259225368499755,3.4690965810973733,0.9119512655149433
0.0265290737152099,3.5158699484899905,0.9175296479733128
0.027116060256958,3.559983974518464,0.922790866540273
0.0276901721954345,3.6014677310647776,0.9277383884469756
0.0282628536224365,3.640315793677824,0.9323715667512699
0.0288288593292236,3.6764911969196605,0.9366859928043436
0.029426097869873,3.71011578389906,0.9406961981120205
0.0299978256225585,3.7414562344215714,0.9444339879949822
0.0305778980255126,3.770702634038916,0.947922032830976
0.0311470031738281,3.7979742712180613,0.9511745594488302
0.0317127704620361,3.823285481029812,0.9541932775075233
0.0322809219360351,3.846554519965656,0.9569684379430174
0.0328562259674072,3.8678144735665545,0.959503986671795
0.0334498882293701,3.8872033620046813,0.9618163845422039
0.0340256690979003,3.9048972265070896,0.9639266269485819
0.0346055030822753,3.921106228607461,0.9658597786121215
0.0351707935333251,3.9360048568358446,0.967636649746187
0.0357377529144287,3.9497343014679576,0.9692740792785969
0.0363390445709228,3.96236266031333,0.9707801888317041
0.0369155406951904,3.973890899507691,0.9721550936307941
0.0374958515167236,3.984264709579286,0.9733923165068827
